"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PGR",-0.386046339999998,7.07100104,-0.927335862510937,0.364727319111261,0.582843404354603,-5.87050215412686
"DSCR10",-0.374085870000001,5.530352205,-0.927249828853658,0.364770900761525,0.582871037173605,-5.87057968705765
"LOC105372637",0.34458901,2.491740245,0.927120256433859,0.364836544235551,0.582933916276045,-5.87069644439124
"CEP44",-0.12029575,9.903599325,-0.926984489112479,0.364905334663766,0.5829677708851,-5.87081876790913
"OSGEP",0.140608899999998,9.04344135,0.926871713365851,0.364962482374704,0.5829677708851,-5.8709203640309
"PKP1",-0.59364133,4.103455825,-0.926822926912297,0.364987206168522,0.5829677708851,-5.87096431070575
"LINC01770",0.38093056,7.04563596,0.926820157885801,0.36498860947788,0.5829677708851,-5.87096680497209
"VASN",0.185987859999999,7.95971725,0.92681898603621,0.364989203358264,0.5829677708851,-5.87096786054137
"BET1L",-0.1273997,8.8179649,-0.926598551454449,0.365100928710473,0.583070982820928,-5.87116640010593
"RPS19",-0.0921443000000028,15.17910795,-0.926587716801731,0.365106420752467,0.583070982820928,-5.87117615747477
"ERMARD",-0.15837445,9.349892975,-0.926311673725095,0.365246364602976,0.583237581119919,-5.87142471850184
"BRMS1L",-0.130900849999998,9.569682525,-0.926278167194868,0.365263353653425,0.583237581119919,-5.87145488460455
"KCNC1",-0.43638127,4.404897605,-0.92597712858467,0.365416015176105,0.583439325397482,-5.87172586641664
"HSPB2",0.467288180000001,6.15207964,0.925760861133556,0.365525714329494,0.583572449945935,-5.87192049115467
"FABP1",-1.42508715,7.985335535,-0.925313842307632,0.36575252953469,0.583641358961781,-5.87232264315571
"KCNH8",-0.317825230000002,6.926577695,-0.925311354977071,0.365753791858591,0.583641358961781,-5.87232488033789
"ADM",-0.322664850000004,10.457278925,-0.925298445408393,0.365760343530582,0.583641358961781,-5.87233649151549
"PRDM6",0.551748900000002,7.27723098,0.925216275011046,0.365802047273592,0.583641358961781,-5.87241039407686
"NT5C2",0.161707250000001,11.300030725,0.925211819775577,0.36580430851971,0.583641358961781,-5.87241440086288
"CENPBD2P",0.148624349999999,9.067757525,0.925167962456212,0.365826568717974,0.583641358961781,-5.87245384270477
"LOC101930129",0.148624349999999,9.067757525,0.925167962456212,0.365826568717974,0.583641358961781,-5.87245384270477
"RPL23AP7",0.148624349999999,9.067757525,0.925167962456212,0.365826568717974,0.583641358961781,-5.87245384270477
"RPL23AP82",0.148624349999999,9.067757525,0.925167962456212,0.365826568717974,0.583641358961781,-5.87245384270477
"RPL30",-0.0892327999999978,15.2037699,-0.925157022600538,0.365832121487162,0.583641358961781,-5.8724636808883
"TIGIT",0.352458970000001,7.324704595,0.924567858752506,0.366131248398191,0.584016341400515,-5.87299335703397
"ENO2",0.260063409999998,7.440564045,0.924466559454465,0.366182696034899,0.584016341400515,-5.8730843970396
"SYT14",-0.580555810000001,3.382453805,-0.924451932775105,0.366190124997435,0.584016341400515,-5.8730975416175
"SRRM5",0.431170259999998,4.63463499,0.92444593265935,0.366193172515056,0.584016341400515,-5.87310293369462
"ZSCAN20",-0.26507681,5.869528005,-0.924434712449428,0.36619887141536,0.584016341400515,-5.87311301678696
"KRT12",-0.726443210000001,4.020974895,-0.92419693769825,0.366319654506225,0.584166946706288,-5.87332666778654
"PERM1",-0.474373800000001,4.37708054,-0.924090547542693,0.366373706460216,0.584211122405744,-5.87342224768838
"RNF146",0.124417749999997,11.392974825,0.923967452403239,0.366436252127262,0.584268834657572,-5.87353282261288
"HTR2B",0.650621170000002,6.876412715,0.923779735036027,0.366531646679131,0.584319920396315,-5.87370142095399
"ENPEP",0.55879047,8.128683165,0.923771319401426,0.366535923741746,0.584319920396315,-5.8737089787208
"MYNN",-0.116401099999999,10.0546264,-0.923748823342282,0.366547357037208,0.584319920396315,-5.87372918128088
"OR12D3",-0.475524939999999,4.50789109,-0.923392824866389,0.36672831994503,0.584566365770455,-5.8740488253107
"MRFAP1",-0.0984050000000032,14.164416,-0.923281039128682,0.366785155785293,0.584600069899459,-5.87414917224284
"SLC2A1",0.2660711,9.17205575,0.923247518869259,0.366802199827314,0.584600069899459,-5.87417926027396
"DEFB105A",-0.700170429,3.7976464455,-0.922984588209157,0.366935910570838,0.584729107544458,-5.8744152340572
"DEFB105B",-0.700170429,3.7976464455,-0.922984588209157,0.366935910570838,0.584729107544458,-5.8744152340572
"LOC100272217",0.22606772,7.01546473,0.922708382937701,0.367076407183017,0.584758648281384,-5.8746630551634
"MAP3K19",0.368812690000001,4.167633535,0.922700831209246,0.367080249007458,0.584758648281384,-5.87466982988608
"DIO3OS",-0.733932579999999,6.38675718,-0.922692550601154,0.367084461669071,0.584758648281384,-5.87467725843476
"PLD3",0.242770679999999,7.44640388,0.922662116432053,0.36709994497182,0.584758648281384,-5.87470456045887
"ENSA",0.139759399999999,11.9119647,0.922652405759284,0.367104885342959,0.584758648281384,-5.87471327158016
"LINC01104",-0.621662846,2.520101697,-0.922616231394655,0.367123289690535,0.584758648281384,-5.87474572165922
"WAKMAR2",-0.509859950000001,4.513825395,-0.922585210039046,0.36713907284637,0.584758648281384,-5.87477354832237
"ERI3",0.350410950000001,5.919575265,0.922174202676426,0.367348229578422,0.585049752028101,-5.87514214773021
"CDK6",-0.205579149999998,10.946014625,-0.922089687231676,0.367391248376226,0.585076236729587,-5.87521792417383
"LINC01312",-0.334110399999999,5.87653173,-0.921987111733384,0.367443464370453,0.58511736325198,-5.87530988469096
"GIMAP7",-0.288702000000001,9.9355944,-0.921833535100489,0.367521651758801,0.585161539590898,-5.87544755098893
"TAF15",0.212049300000004,10.37964985,0.921828937629156,0.367523992548972,0.585161539590898,-5.87545167184441
"LOC101929609",0.418255510000002,5.156828995,0.921619214478546,0.367630783150883,0.585258381305257,-5.87563963315547
"YIPF4",0.186474899999997,9.41235785,0.921605806578568,0.367637611133386,0.585258381305257,-5.87565164845727
"SAMD12",-0.411441949999998,7.761021865,-0.921469883300928,0.367706834955521,0.585326553546731,-5.87577344515656
"TEAD3",0.179580570000001,8.091218615,0.921134414107548,0.367877722093705,0.585542157698775,-5.87607397840581
"FLT4",0.362686030000001,5.926760245,0.921100305796198,0.36789509975842,0.585542157698775,-5.87610452904278
"GOLGA7",-0.111125049999997,11.987166725,-0.920997073753393,0.367947698261466,0.585548163532905,-5.87619698712922
"TTC1",-0.136277950000006,10.008809125,-0.920946734808592,0.367973348647519,0.585548163532905,-5.87624206893523
"SLC19A4P",-0.409150009999998,4.222820945,-0.920937401019126,0.367978104844345,0.585548163532905,-5.87625042770388
"DNAJB5",0.217772970000001,7.381597705,0.920595683563686,0.36815226134366,0.585783248618507,-5.87655639541868
"RLIG1",-0.159304099999995,10.53929265,-0.920526198747557,0.368187681073096,0.58579756563126,-5.87661859815172
"UPF3A",0.179604999999995,12.1108617,0.920446082604988,0.368228522929915,0.585820506736448,-5.87669031269579
"GALNTL6",-0.647831651,4.3606038895,-0.920274499157773,0.368316003480795,0.5859176374523,-5.87684388332926
"TTLL3",-0.132470479999999,7.77506568,-0.920052049220403,0.368429438649942,0.586056039913033,-5.87704294143039
"TAF6L",-0.232742209999999,6.287894925,-0.919989917503147,0.368461126010537,0.586064396641051,-5.87709853177504
"TDRD7",-0.2142473,10.31245515,-0.919797809485041,0.368559113213427,0.586156878553726,-5.87727039244281
"STYXL1",-0.205058249999995,9.457542325,-0.91975300454012,0.368581969069081,0.586156878553726,-5.87731047041006
"IRF5",-0.29046102,7.20119037,-0.919720435462335,0.368598583771415,0.586156878553726,-5.87733960228623
"SLC6A3",-0.415732920000002,6.14765673,-0.919520212887778,0.36870073579545,0.586277272704649,-5.87751867344814
"MYLK4",-0.19510699,6.022188325,-0.919334464251583,0.368795520269195,0.586385935161239,-5.87768476773377
"CASP4",0.189895499999999,10.1219729,0.918894307051071,0.369020190351097,0.586701085713457,-5.87807822840729
"PIEZO2",0.298691680000001,8.2257141,0.918713323390734,0.369112596669317,0.586779292466733,-5.87823996129109
"PGGHG",0.302852909999999,8.121072095,0.918653833806581,0.369142974136745,0.586779292466733,-5.87829311673972
"OLFM3",-0.761826066,3.130367873,-0.918625513923035,0.369157435849822,0.586779292466733,-5.87831842016347
"HABP4",-0.15910428,7.88016255,-0.918590640440783,0.369175244716903,0.586779292466733,-5.87834957815432
"CMAHP",-0.28184302,9.35529799,-0.918438172203339,0.369253112534453,0.58681879007123,-5.87848578938131
"LOC101927636",-0.81951654,3.41597791,-0.918424500457544,0.369260095436982,0.58681879007123,-5.87849800235684
"ARMC10",0.113402200000003,10.5767278,0.918386512519672,0.369279498402138,0.58681879007123,-5.87853193612061
"RBMXL2",-0.43653591,4.595977385,-0.918182631775395,0.369383645503564,0.586941890309209,-5.87871403617941
"ZNF273",0.186959240000002,8.51007128,0.918131219858548,0.369409911026778,0.586941890309209,-5.87875994988191
"MIR210HG",-0.257092040000001,7.11697427,-0.918022257497515,0.3694655822774,0.586985109857944,-5.87885725154092
"BCL2L1",-0.141350149999999,9.275575575,-0.917966191265913,0.369494229926196,0.586985109857944,-5.87890731366984
"TSSK3",-0.277895009999999,4.468507115,-0.917922532950406,0.369516538644505,0.586985109857944,-5.87894629469818
"NBPF6",-0.714086964000001,3.538830208,-0.917829011352308,0.369564329753898,0.587018967973469,-5.87902979123815
"GORASP2",0.117609999999999,12.0261687,0.917773277273254,0.36959281277114,0.58702215430539,-5.87907954718659
"FANCE",0.1832555,7.6681793,0.917609750138841,0.369676392125876,0.587080042174504,-5.87922551813636
"C8orf48",-0.285623149999998,6.043532865,-0.917598351257115,0.369682218609817,0.587080042174504,-5.87923569235104
"LINC01920",-0.549413190000002,5.366576495,-0.917153496620574,0.36990965188847,0.587399147114974,-5.8796326624044
"EME2",-0.193888149999999,8.808911775,-0.917008465998122,0.369983819446429,0.587474845015167,-5.87976204363148
"SPEF1",-0.2234674,6.00574023,-0.916809458059348,0.370085606770112,0.587594384682051,-5.87993954726173
"ITPR2",0.202652200000001,9.78672855,0.916702553466764,0.370140293382662,0.587601015661802,-5.88003488541832
"DNASE1",-0.142235749999998,8.795554475,-0.916664419590904,0.370159801919579,0.587601015661802,-5.88006889097011
"RFPL3S",-0.299519149999998,5.802623115,-0.916562081225698,0.370212159600239,0.587601015661802,-5.88016014390311
"SKA1",0.311245199999997,6.49900264,0.91655947633613,0.370213492361275,0.587601015661802,-5.88016246650551
"AZU1",-0.581216069999999,3.572164535,-0.916542264159846,0.370222298848934,0.587601015661802,-5.88017781327724
"TEX101",-0.320956319999999,3.75880583,-0.916373174431573,0.37030881984915,0.587691990601884,-5.88032856350897
"NUCB1",0.167799649999998,7.226345805,0.916284004975104,0.370354452133333,0.587691990601884,-5.88040805135908
"PECAM1",0.224569300000001,12.11568835,0.916190523828531,0.370402294949879,0.587691990601884,-5.88049137513812
"TTTY7",-0.658916050000001,4.242653685,-0.916171260102171,0.370412154466227,0.587691990601884,-5.88050854475951
"TTTY7B",-0.658916050000001,4.242653685,-0.916171260102171,0.370412154466227,0.587691990601884,-5.88050854475951
"OXR1",-0.157467950000001,11.437678325,-0.916019872467395,0.370489643442518,0.587738106981668,-5.88064346394782
"LEISA1",-0.54051614,4.34074774,-0.916010894035994,0.370494239464877,0.587738106981668,-5.8806514650334
"NFXL1",0.141693800000001,9.7317705,0.915745056097276,0.370630338079289,0.58791194287443,-5.88088833262456
"FXN",0.204537560000002,8.35937132,0.915493650831841,0.370759078450856,0.588074082725277,-5.88111228235297
"ITLN1",-1.04531901,8.927640145,-0.915219872034619,0.37089930989602,0.588254424472756,-5.88135609807364
"MAGT1",-0.121209849999998,12.449492475,-0.915166545766858,0.370926628109984,0.588255670373852,-5.88140358038886
"LOC105374042",-0.441531600000001,4.40504584,-0.914907049074484,0.371059583388368,0.588424434826086,-5.8816346029652
"SNORD8",-0.161522569999998,7.169649725,-0.914752921885598,0.371138566789164,0.588507592925372,-5.88177178959507
"LINC00396",-0.641125907000001,4.2088326465,-0.91368572086712,0.371685768229446,0.589127537333167,-5.88272110968559
"RAPGEF5",0.214114400000001,9.94938265,0.913661791968696,0.371698043807576,0.589127537333167,-5.88274238378864
"ATP5MC1",-0.2284966,11.2784668,-0.913595337705895,0.37173213641096,0.589127537333167,-5.88280146259115
"URM1",-0.124085800000001,8.7929242,-0.913528172979804,0.371766595618547,0.589127537333167,-5.88286116899878
"NPIPA5",0.1556348,11.3191659,0.913474605698696,0.371794080114743,0.589127537333167,-5.88290878500438
"NPIPA7",0.1556348,11.3191659,0.913474605698696,0.371794080114743,0.589127537333167,-5.88290878500438
"NPIPA8",0.1556348,11.3191659,0.913474605698696,0.371794080114743,0.589127537333167,-5.88290878500438
"NPIPB10P",0.1556348,11.3191659,0.913474605698696,0.371794080114743,0.589127537333167,-5.88290878500438
"PKD1P1",0.1556348,11.3191659,0.913474605698696,0.371794080114743,0.589127537333167,-5.88290878500438
"LARP6",0.327241729999999,8.724489395,0.913472324366238,0.371795250659225,0.589127537333167,-5.88291081282602
"DECR2",-0.279582850000001,8.788477875,-0.913390785275374,0.37183708972366,0.589151727025175,-5.88298328791409
"RASA1",-0.1122028,11.7562041,-0.913292440859411,0.371887556058524,0.589189581633096,-5.88307069232397
"AKT1",-0.14230012,7.79065786,-0.913007431432749,0.372033837054188,0.58929943105875,-5.88332394801154
"SEC16A",-0.153908800000004,11.5862241,-0.912991176997532,0.372042180794383,0.58929943105875,-5.88333838930557
"EPO",-0.31806745,5.789253585,-0.912973425281316,0.372051293262685,0.58929943105875,-5.88335416059312
"COQ8B",-0.207615349999999,7.823398395,-0.912950210473906,0.372063210318,0.58929943105875,-5.88337478507017
"CR1L",0.581455429999998,5.969653405,0.9124370505767,0.372326700078782,0.589674638720386,-5.8838305631738
"GTPBP10",0.127409300000002,9.46311105,0.912074329647242,0.372513019695547,0.589798934145198,-5.88415258257522
"LOC101927446",0.127409300000002,9.46311105,0.912074329647242,0.372513019695547,0.589798934145198,-5.88415258257522
"RPL3L",-0.6206214,3.69469745,-0.912034447748485,0.372533509705822,0.589798934145198,-5.88418798208683
"STXBP6",-0.41364791,9.350402695,-0.912021404690086,0.372540210964057,0.589798934145198,-5.88419955890774
"LRRC4C",0.447185800000001,6.00689936,0.911989827361175,0.372556435086433,0.589798934145198,-5.88422758583682
"IARS2",0.128521250000002,12.029576525,0.911973556412456,0.372564795124419,0.589798934145198,-5.88424202701219
"CHN2",0.238539050000005,9.575366775,0.911735139855935,0.372687308251067,0.58995075762062,-5.88445360496133
"CIDECP1",-0.20300695,6.650287085,-0.911656923953755,0.372727506252878,0.589972266804638,-5.88452300501792
"SOD1-DT",-0.401157229999997,5.843842025,-0.911473785618654,0.372821639019231,0.590053746036894,-5.88468548014135
"HLA-DMA",-0.264335550000007,11.207355825,-0.911435185088561,0.372841481641814,0.590053746036894,-5.88471972161022
"TXNDC9",0.171778899999996,11.75304555,0.911401449961402,0.372858823777768,0.590053746036894,-5.88474964602372
"MICU3",-0.387061849999998,7.465165795,-0.910970876612227,0.373080214798628,0.590314919893826,-5.885131492568
"KHDC1",-0.228483670000004,6.372543225,-0.910944742059745,0.37309365540961,0.590314919893826,-5.88515466421191
"LOC148696",-0.480752310000002,4.259012065,-0.910925137650319,0.373103737877055,0.590314919893826,-5.88517204564301
"PRXL2A",-0.2550972,11.47710245,-0.910782627173226,0.373177035887185,0.590337474127094,-5.88529838628434
"IGSF5",-0.325182450000001,5.666389555,-0.910774884455248,0.373181018506449,0.590337474127094,-5.88530524996127
"ERVK3-1",-0.177140400000003,9.7793265,-0.910742118218424,0.373197872778194,0.590337474127094,-5.88533429561061
"UBE2G2",0.12106475,10.959427525,0.910555823629142,0.37329370848286,0.590429459412398,-5.88549941831968
"CAP1",0.123589800000001,13.5824916,0.910525547140641,0.373309285194308,0.590429459412398,-5.88552625103642
"AGPAT5",0.208108550000002,11.127621925,0.910293299247448,0.373428786975917,0.590576334691708,-5.88573205485663
"TRIM35",-0.13361195,7.887095735,-0.909694536091602,0.37373699451352,0.591021605232472,-5.88626241961783
"LOC105373383",-0.160850119999997,6.77607748,-0.909501688253451,0.373836297117487,0.591135339117552,-5.8864331696735
"PDE3B",0.239513480000001,7.88682312,0.909447292772762,0.37386431000741,0.591135339117552,-5.88648132614817
"SERPINI2",-0.530256779999999,4.01055222,-0.909399540989115,0.373888902640631,0.591135339117552,-5.88652359875847
"NUBPL",0.127058250000001,8.800629925,0.909322178834961,0.373928747188123,0.591156178972324,-5.88659207983578
"RIPOR2",-0.422854559999998,8.53214297,-0.90924092578966,0.373970598740323,0.591180188568393,-5.88666399937368
"LINC02036",-0.445946149999999,4.294011575,-0.908810080992022,0.374192568959173,0.591488909624542,-5.88704525455392
"NSL1",0.122023600000002,11.1744819,0.908711621747177,0.374243307233151,0.591526938380707,-5.88713235798198
"MYO18B",0.407953800000001,4.80920032,0.908365630324098,0.374421640738165,0.591766623667369,-5.88743837566018
"ENO1-AS1",0.328361479999997,5.89880926,0.908166452607318,0.374524328052798,0.591886725872021,-5.88761449304246
"LOC101929552",-0.529717100000001,3.75647206,-0.908065628430887,0.374576315726962,0.591900112681518,-5.88770363050388
"B3GNT8",-0.470162750000001,5.760467715,-0.908046473983484,0.374586192821,0.591900112681518,-5.88772056369653
"PARN",0.123438999999999,10.39561555,0.907851541041501,0.374686720895333,0.591969614746564,-5.88789287248329
"ACSL1",-0.1892689,11.35142505,-0.907820645955325,0.374702655321616,0.591969614746564,-5.88792017872795
"GALT",0.161362100000002,9.02926255,0.907805866752068,0.374710277991668,0.591969614746564,-5.88793324084441
"TAGLN3",-0.336760920000001,6.44825756,-0.907593178673768,0.374819987548511,0.592100744135236,-5.88812119662475
"RASL11A",-0.297021199999999,6.43605349,-0.907351364461038,0.374944747001715,0.592239757838409,-5.88833484247176
"ICA1-AS1",0.36836955,7.396221695,0.907310694171718,0.374965732777619,0.592239757838409,-5.88837077003683
"MGA",0.153230950000003,9.280773975,0.907267299766241,0.374988125052347,0.592239757838409,-5.88840910241642
"STARD5",-0.251365030000001,7.393803395,-0.907122590502624,0.375062803997442,0.592315508756129,-5.88853691894089
"DDHD1",0.135197800000004,9.4195639,0.906940122123499,0.375156983077955,0.592422042152518,-5.88869806004016
"PSLNR",-0.518224910000001,5.152499975,-0.906556219885594,0.375355181391245,0.592692808676397,-5.88903699373152
"PEBP1",-0.131415199999996,13.0009927,-0.906324838203484,0.375474671082975,0.59283926310929,-5.88924120873667
"TULP3",0.153105750000003,9.558920725,0.906110702685155,0.375585277061722,0.592971671134048,-5.88943015977979
"MED14",0.183286099999997,10.30242445,0.905969085930156,0.375658437303018,0.593044945417631,-5.88955509844919
"LSAMP-AS1",-0.478667470000001,5.066168785,-0.905690667212101,0.375802298031825,0.593229814856788,-5.8898006757034
"POLE2",0.22081865,9.125312125,0.905372664517042,0.375966656819216,0.593447013266328,-5.89008108285405
"LINC02283",-0.276233230000002,5.416360515,-0.905120607649232,0.376096965606133,0.593610438132952,-5.89030327625423
"RNF44",-0.1183268,10.0244997,-0.904760149074387,0.37628336819882,0.593862368759684,-5.89062092921376
"BCORP1",-0.515291500000002,5.13189495,-0.904568050284643,0.376382732576985,0.593976906823569,-5.89079016814555
"B4GALT7",0.1443397,8.52646315,0.904359372251725,0.376490692416153,0.594086253042803,-5.89097397594652
"ESS2",0.135283950000002,9.066423075,0.904330535416035,0.376505612805215,0.594086253042803,-5.89099937294446
"ZNF12",0.147054949999994,11.146469575,0.904185861662909,0.376580473983915,0.594162090001237,-5.89112677787228
"FAM120C",0.204119920000005,8.05786121,0.903971601270215,0.376691360795207,0.59426965434419,-5.89131542887852
"TAS2R1",-0.3849936,4.47706239,-0.90395055095159,0.376702256197431,0.59426965434419,-5.89133396094885
"STK33",-0.386040840000001,7.62012227,-0.903882852436994,0.376737297585869,0.594282648507741,-5.8913935580046
"ZNF861P",0.44731856,3.72744283,0.903684223810272,0.376840122116089,0.594402557444209,-5.8915683931258
"SLC13A2",-0.8068686,5.87947334,-0.903323334870937,0.377026991957405,0.594605781416641,-5.89188596116788
"MOSPD2",0.168928299999999,10.1440452,0.903252989222545,0.377063424394133,0.594605781416641,-5.89194784898298
"FEV",-0.436467960000001,4.37031123,-0.903237868354687,0.377071255887983,0.594605781416641,-5.89196115125239
"LOC105369199",0.34345591,5.761123205,0.903228247895115,0.377076238632356,0.594605781416641,-5.89196961454529
"GPC3",-0.569774960000001,7.92435903,-0.903096262827151,0.377144602339562,0.594671287850824,-5.89208571583617
"PRM3",-0.507411599999998,4.2687366,-0.902748431229082,0.377324806475234,0.594893277432546,-5.89239161281469
"ZAP70",-0.472878100000002,7.02821199,-0.902703756429602,0.377347955673882,0.594893277432546,-5.89243089376229
"POLR2I",0.211512049999998,11.249294925,0.902669155000764,0.377365885788252,0.594893277432546,-5.89246131632821
"SLC22A15",0.21396148,8.52282744,0.902535652151432,0.377435070924784,0.594925794273668,-5.892578685801
"IGF2BP1",-0.461425700000002,4.32087447,-0.9024904075934,0.377458519904976,0.594925794273668,-5.89261845908227
"AXIN1",-0.201992310000001,7.396598845,-0.902474020470787,0.377467013127405,0.594925794273668,-5.8926328641113
"SMCR8",-0.143021499999998,11.09152345,-0.902074289529851,0.377674227473885,0.595195213407372,-5.89298417136114
"ANGPTL7",-0.496247350000001,5.267903045,-0.902040696867562,0.377691644825597,0.595195213407372,-5.89301368806447
"CDK3",0.126918650000002,9.001624075,0.901850684313503,0.377790173849324,0.595234795888968,-5.89318062645171
"TEN1-CDK3",0.126918650000002,9.001624075,0.901850684313503,0.377790173849324,0.595234795888968,-5.89318062645171
"KIF23-AS1",-0.50883572,3.26827973,-0.901836933334872,0.377797304936609,0.595234795888968,-5.89319270632571
"ERMP1",-0.191991300000002,11.02707575,-0.901741662705745,0.377846713555894,0.595270339390871,-5.89327639442146
"CTRL",-0.26097926,6.08642214,-0.901563085954746,0.377939337378592,0.595373955451241,-5.89343323878486
"BDNF",-0.320699550000001,6.397825145,-0.901351889389881,0.378048899799802,0.595504238540776,-5.89361869632693
"PC",-0.374525799999997,6.31071521,-0.901271081976882,0.378090825820127,0.595527969540923,-5.89368964497907
"DMBX1",0.698208408000001,2.843635145,0.90109473019022,0.378182334666174,0.595629789151364,-5.89384446097003
"RAB39B",-0.615707850000001,6.355512335,-0.900893807247963,0.378286611353782,0.595751701969364,-5.89402081356378
"CBX3P2",0.325690219999999,5.1715905,0.900756069377537,0.378358106722393,0.595821974866268,-5.89414168692472
"PANTR1",-0.445213209999999,5.101811325,-0.90068794094786,0.378393473342241,0.595835347831734,-5.89420146748207
"KHDC4",0.144682150000001,12.071391225,0.900623047364221,0.37842716273511,0.595846078048443,-5.89425840569558
"SLC38A2",-0.162464900000003,13.62032865,-0.900532648726734,0.378474096344526,0.595877658717119,-5.89433771598207
"SERPINA7",-0.443966800000001,5.35709558,-0.900353660185538,0.378567035869947,0.595951986672344,-5.89449472807487
"POFUT2",-0.1288853,8.42299395,-0.900338197337168,0.378575065639497,0.595951986672344,-5.89450829102698
"CRP",-0.447609560000001,3.11229718,-0.900224450701365,0.378634137089817,0.595987201993505,-5.89460805520326
"MPZ",-0.321800869999997,6.287895225,-0.90015319786198,0.378671143566603,0.595987201993505,-5.89467054328337
"AIP",-0.171303799999999,9.0363996,-0.900139842616279,0.378678080126404,0.595987201993505,-5.89468225520374
"LINC01812",-0.402250090000002,4.812863815,-0.899688287512625,0.37891266213053,0.596314070989209,-5.89507815363831
"C1orf35",-0.139040199999998,8.4159424,-0.899585996082338,0.378965815693866,0.59635539071252,-5.89516781169077
"LHX9",-0.542824200000001,4.4377462,-0.899390669109366,0.379067326907032,0.596472796654067,-5.89533898898826
"DERL1",0.132286199999994,12.0174127,0.898979361990235,0.379281141613859,0.596766886006733,-5.8956993314101
"HOXD10",0.506696020000002,4.88348563,0.89886713717086,0.379339494642979,0.596789487227891,-5.89579762421408
"NUDCD2",0.112978050000002,11.171439925,0.898848201373754,0.379349341189061,0.596789487227891,-5.89581420813596
"ATP6V1C2",0.648903519999999,5.55051753,0.898604937260654,0.379475852691805,0.596946156522634,-5.89602722961793
"TIMM23",0.148672499999996,12.11489025,0.898484404684832,0.379538546990479,0.597002421094424,-5.89613275790632
"LOC100130691",0.220033929999999,6.441989075,0.898155768387089,0.379709520007577,0.597228984682746,-5.89642041830256
"LMOD2",-0.68880849,3.301346905,-0.898049230176023,0.379764957439929,0.597233900391894,-5.89651365204546
"LINC01756",-0.471741150000001,4.589831885,-0.898046226328046,0.379766520577552,0.597233900391894,-5.89651628062602
"CD8B",-0.519593929999999,7.059936555,-0.897788429987139,0.379900688081366,0.597402521842113,-5.89674184060501
"OAF",-0.193740200000001,8.17883093,-0.897683149311575,0.379955489360402,0.597438338369177,-5.89683393922764
"PRKCQ-AS1",-0.49823381,7.215565965,-0.897641139053548,0.379977358231193,0.597438338369177,-5.89687068666237
"LEMD2",-0.1493377,6.819656,-0.897573882990608,0.380012370797633,0.597451019213893,-5.89692951394519
"USP30-AS1",-0.333089140000001,6.64137925,-0.897402703960092,0.380101493833047,0.597548764076613,-5.89707922187787
"ZFP69",0.18415965,7.364118065,0.89698957397499,0.380316643678411,0.597844604863446,-5.89744042443163
"TRA2A",0.136895549999998,11.576787425,0.896755058057019,0.38043881069754,0.597994248278991,-5.89764539528074
"RELA",-0.10723535,9.976641525,-0.896617750467497,0.380510350753755,0.598037640246379,-5.89776538151759
"H2BC10",0.303491380000002,7.80527851,0.896598533237259,0.380520364032099,0.598037640246379,-5.89778217314487
"GTF2B",-0.12475985,11.104077875,-0.896317967218326,0.380666574838759,0.598199754731651,-5.89802728832851
"SEC23B",-0.193351499999999,12.22234145,-0.896297050022151,0.380677476862066,0.598199754731651,-5.89804555970957
"CNTRL",-0.216252170000002,8.898075015,-0.89615363525013,0.380752230065136,0.598274818764998,-5.89817082338086
"LOC105377924",-0.983264939999999,5.44737571,-0.896082220728988,0.380789457631521,0.598275600932901,-5.89823319253461
"ZNF76",-0.475011009999998,6.408160085,-0.896030811865274,0.380816257968032,0.598275600932901,-5.89827808711576
"VPS9D1",0.353278400000002,6.75754845,0.895997390733789,0.380833681654685,0.598275600932901,-5.8983072720111
"C1orf50",0.11943385,8.920467825,0.895881562512921,0.380894071316818,0.598325153781038,-5.89840841087533
"GSS",0.243600699999998,10.51616095,0.895810179108295,0.380931291819599,0.598325153781038,-5.89847073542717
"EGLN2",0.186526049999999,8.676288275,0.895712868952959,0.380982034834495,0.598325153781038,-5.89855568915102
"RAB4B-EGLN2",0.186526049999999,8.676288275,0.895712868952959,0.380982034834495,0.598325153781038,-5.89855568915102
"TECRL",-0.731684792,2.44002324,-0.895667632724403,0.381005625080977,0.598325153781038,-5.89859517839554
"DLX3",0.538929560000001,4.27586728,0.895626366883035,0.381027145651277,0.598325153781038,-5.8986312000644
"ZNF827",-0.183317150000004,10.300068775,-0.895437900780484,0.381125442913097,0.598400324379499,-5.89879569596703
"TTTY9A",-0.302666919999997,5.29361758,-0.895353449602187,0.381169495098071,0.598400324379499,-5.89886939581764
"TTTY9B",-0.302666919999997,5.29361758,-0.895353449602187,0.381169495098071,0.598400324379499,-5.89886939581764
"HCG18",0.185712000000001,8.852578,0.895327605283969,0.381182976916317,0.598400324379499,-5.89889194866302
"LINC01102",0.41251725,3.101209165,0.89504351224411,0.381331196232636,0.598590622463451,-5.89913982075397
"NALF1-IT1",-0.717248333,3.3280289535,-0.894865776494817,0.381423945313667,0.598693825950393,-5.89929485892946
"POGLUT1",0.139715849999998,9.599870675,0.894663567259357,0.381529483674469,0.598792547999236,-5.8994712107469
"DNAJC5B",0.229970969999999,6.864465365,0.894620045664479,0.381552201269594,0.598792547999236,-5.89950916223677
"TTTY15",-0.577852480000002,6.79797811,-0.894590040069728,0.381567864243075,0.598792547999236,-5.89953532657961
